name,type,capacity_mw,operator,state,osm_id,lng,lat
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/1005403736,78.264594,17.6925175
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/1005411256,77.5893464,12.3606472
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/1005411290,77.7056779,16.330087
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/1005411298,78.1300717,17.5191205
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/1005411302,78.154905,17.4832835
Unnamed Solar Plant,solar,1.0,Unknown,Andhra Pradesh,way/1005411317,78.7890678,17.4689257
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/1005580084,77.766441,8.3965454
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/1006251856,78.2701555,9.3506698
Godda Thermal Power Station,coal,1600.0,Adani Power (Jharkhand) Limited,Jharkhand,way/1006309265,87.1414116,24.8117573
Unnamed Solar Plant,solar,0,Unknown,Uttar Pradesh,way/1006649213,78.3176674,25.365746
Unnamed Solar Plant,solar,0,Unknown,Uttaranchal,way/1007078498,77.7877763,29.9548137
Unnamed Solar Plant,solar,0,Unknown,Punjab,way/1007082319,75.6902634,29.8888669
Unnamed Solar Plant,solar,0,Unknown,Uttaranchal,way/1007082329,77.7629061,29.9051897
Unnamed Solar Plant,solar,0,Unknown,Uttaranchal,way/1007082332,77.7685194,29.9312452
Unnamed Solar Plant,solar,0,Unknown,Haryana,way/1007083355,75.9183946,29.6979371
Unnamed Solar Plant,solar,0,Unknown,Punjab,way/1007097792,75.1536566,29.9642204
Unnamed Solar Plant,solar,0,Unknown,Haryana,way/1007098645,75.9442914,28.4400653
Unnamed Solar Plant,solar,0,Unknown,Haryana,way/1007101714,75.6286181,28.9316413
Unnamed Solar Plant,solar,0,Unknown,Uttar Pradesh,way/1007102799,78.071149,27.9250023
Unnamed Solar Plant,solar,0,Unknown,Assam,way/1007109032,92.759073,26.7627818
Unnamed Solar Plant,solar,0,Unknown,Tripura,way/1007110622,91.2769287,23.4329955
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1007113012,70.5545533,23.3711067
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1007113447,73.4254852,22.5411578
Unnamed Solar Plant,solar,0,Unknown,Orissa,way/1007115341,85.0668141,21.0909229
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/1007116176,83.387125,18.0792462
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/1007116398,83.2716492,17.7743816
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/1007116601,83.1832489,17.6657725
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/1007116989,82.0966767,17.280474
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/1007123057,77.4888146,17.6343498
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/1007123856,77.8744062,17.5441852
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/1007124084,78.8419729,17.5706285
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/1007124582,79.1883534,17.5484638
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/1007125085,80.3516777,16.2886051
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/1007126408,78.5127975,17.3174992
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/1007127406,77.5505664,16.8584531
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/1007127793,76.9220907,16.7910305
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/1007128301,76.6305667,16.6550189
Unnamed Solar Plant,solar,0,Unknown,Maharashtra,way/1007129485,75.8310216,17.5041836
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/1007129957,75.9446038,17.2176757
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/1007130269,75.75963,17.0138936
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/1007130538,75.8762021,16.9288563
Unnamed Solar Plant,solar,0,Unknown,Maharashtra,way/1007131070,75.0788055,17.4657826
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/1007131480,77.2676611,16.3785739
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/1007132001,79.8256932,16.5298654
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/1007132918,77.8765037,15.6334736
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/1007133067,78.4842535,15.8070781
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/1007134576,78.2182574,15.3570759
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/1007134765,76.8546223,15.2403639
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/1007135925,76.5584985,14.1059548
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/1007136371,76.8904996,13.9845328
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/1007136723,76.8967598,13.7700572
Unnamed Solar Plant,solar,0,Unknown,Puducherry,way/1007138142,79.8143998,10.8245491
Unnamed Unknown Plant,unknown,0,Unknown,Maharashtra,way/1007647503,72.8701876,18.7065434
Unnamed Solar Plant,solar,0,Unknown,Haryana,way/1009032007,75.4292308,29.0758135
Unnamed Solar Plant,solar,0,Unknown,Haryana,way/1009033755,75.4433272,29.0835918
Unnamed Solar Plant,solar,0,Unknown,Maharashtra,way/1009712065,74.3749697,21.0597645
Angul Steel Power Plant,coal,0,Unknown,Orissa,way/1012595669,84.9923335,20.8921661
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/1013263319,77.5535348,17.6496582
Unnamed Gas Plant,gas,0,Unknown,West Bengal,way/1014555575,88.4568328,22.9597538
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/1017720847,78.4333216,10.8445658
Unnamed Solar Plant,solar,20.0,Unknown,Gujarat,way/1024059279,71.2807225,24.1409992
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/1024350606,79.5348895,18.657249
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/1024350607,79.5402164,18.6460926
Unnamed Unknown Plant,unknown,0,Unknown,Andhra Pradesh,way/1026127568,78.4333956,17.5769513
Unnamed Solar Plant,solar,0,Unknown,Uttar Pradesh,way/1027467167,77.7352712,29.0191072
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/1029275866,81.8027129,17.094391
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1029441599,71.737911,24.426769
KODAYAR-I&II,hydro,0,Unknown,Tamil Nadu,way/1032969702,77.3124928,8.5320356
Singara Hydro Electric Power Station,hydro,59.2,TANGEDCO,Tamil Nadu,way/1036169310,76.6011465,11.5336732
Maravakandy Hydroelectric Power Station,hydro,0.75,TANGEDCO,Tamil Nadu,way/1036169313,76.6539878,11.5747059
Moyar Hydroelectric Power Station,hydro,36.0,TANGEDCO,Karnataka,way/1036169314,76.6923011,11.6139876
Boothathankettu hydroelectric power station,hydro,24.0,Unknown,Kerala,way/1036344782,76.6594816,10.1390754
Idamalayar hydroelectric power station,hydro,75.0,Unknown,Kerala,way/1036344790,76.7138875,10.2070593
Panchet hydroelectric power station,hydro,80.0,Unknown,Jharkhand,way/1036348714,86.7475091,23.6805535
CIAL Solar Power Plant,solar,12.0,Cochin International Airport Limited,Kerala,way/1037462231,75.2416341,12.2152587
Unnamed Hydro Plant,hydro,0,Unknown,Maharashtra,way/1038823167,73.8025569,16.4223236
Baira Siul Hydroelectric Power Plant,hydro,180.0,Unknown,Himachal Pradesh,way/1038894865,76.1113138,32.7425644
Kopili Stage II power station,hydro,50.0,North Eastern Electric Power Corporation,Assam,way/1039455973,92.6682441,25.5177155
Umiam Stage-II hydro power station,hydro,20.0,Meghalaya Power Generation Corporation Limited,Meghalaya,way/1039461454,91.8607181,25.713111
Umiam Stage-I hydro power station,hydro,36.0,Meghalaya Power Generation Corporation Limited,Meghalaya,way/1039461455,91.8786279,25.6929523
New Umiam hydro power station,hydro,40.0,Meghalaya Power Generation Corporation Limited,Meghalaya,way/1039461459,91.819396,26.0115595
Umiam Stage-IV hydro power station,hydro,60.0,Meghalaya Power Generation Corporation Limited,Meghalaya,way/1039461461,91.744034,25.838409
Umiam Stage-III hydro power station,hydro,60.0,Meghalaya Power Generation Corporation Limited,Meghalaya,way/1039461466,91.7894345,25.7847802
KSEB INKEL Solar power plant,solar,3.0,INKEL,Kerala,way/1041195441,76.7734178,10.7898785
Unnamed Solar Plant,solar,0,Unknown,Maharashtra,way/1041878295,77.4080254,19.3787662
NTPC Floating Solar Farm,solar,0,Unknown,Kerala,way/1047324745,76.4380129,9.2402506
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/1051180072,80.7887662,16.5209302
ONGC Ashoknagar,gas,0,ONGC,West Bengal,way/1052952771,88.5945886,22.837359
SEWA-III,hydro,0,Unknown,Himachal Pradesh,way/1053790164,75.9010131,32.6026593
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/1055958502,75.073198,15.3551229
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/1060236016,80.3084114,13.239936
Unnamed Hydro Plant,hydro,0,Unknown,Himachal Pradesh,way/1061542530,76.1802781,32.3016758
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/1065760049,80.3044153,13.258515
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/1065817082,79.9998513,13.5438227
Unnamed Solar Plant,solar,0,Unknown,Jammu and Kashmir,way/1066057017,77.5655314,34.1432203
DOYANG,hydro,0,Unknown,Nagaland,way/1067257864,94.259246,26.2327765
Kheda solar farm,solar,75.0,Unknown,Uttar Pradesh,way/1067890466,79.0576752,28.1052738
NTPC Auriya Solar Photovoltaic Park,solar,0,NTPC,Uttar Pradesh,way/1067890468,79.5215803,26.6481299
Simhadri solar farm,solar,25.0,Unknown,Andhra Pradesh,way/1067998751,83.1151736,17.5903345
Power House,hydro,0,Unknown,Andhra Pradesh,way/1069251512,81.6736437,17.2831567
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/1074881572,77.0800196,13.0312003
Biofuel Park,biomass,0,Unknown,Karnataka,way/1074881585,76.2679428,12.9752989
Unnamed Hydro Plant,hydro,0,Unknown,Himachal Pradesh,way/1075624180,76.4913472,32.417665
BUDHIL,hydro,0,Unknown,Himachal Pradesh,way/1075624920,76.5343912,32.4539678
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1077457841,71.9112991,22.7385189
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1077962965,71.2372756,26.6908102
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1077962968,71.2312211,26.6717249
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1077962972,71.420533,26.8375892
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1077962974,71.4949049,26.7978419
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1077962984,71.2897856,26.6494283
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1077962991,72.4188012,27.4461697
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1077962992,72.006665,27.3804322
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1077962993,72.0175192,27.3916345
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1077962994,72.0038588,27.3962552
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1077962995,71.9936449,27.399538
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1077962996,72.0074569,27.4058579
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1077962997,72.0239927,27.4126719
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1077962998,72.0194953,27.4094856
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1077962999,72.0618985,27.3928529
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1077963000,72.0617589,27.3957993
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1077963001,72.0380147,27.4019365
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1077963007,72.0399405,27.3823114
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1077963008,72.9754494,28.006634
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1077963012,73.3287943,28.2773053
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1077963013,73.3341667,28.265904
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1077963017,73.3569165,28.2613295
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1077963018,73.3450096,28.2747982
Yadadri Thermal Power Plant,unknown,0,Unknown,Andhra Pradesh,way/1082084862,79.5790815,16.7087321
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1082790832,73.6786224,29.003687
Unnamed Gas Plant,gas,0,Unknown,Kerala,way/1082813280,76.0715419,11.1936388
IFFCO Aonla WORKS,unknown,0,Unknown,Uttar Pradesh,way/1087337865,79.2485111,28.2284052
Visakhapatnam Port,solar,10.0,Unknown,Andhra Pradesh,way/1088347266,83.2550378,17.7195112
Khara Malinya Samskarana Plant,biomass,0,Unknown,Kerala,way/1090140216,75.1382441,12.2718791
Waste management Trenching Ground,biomass,0,Unknown,Kerala,way/1090934729,75.1102492,12.3250814
Adityapur Works Power Station,unknown,0,Unknown,Jharkhand,way/1092684075,86.0916471,22.8033373
Raigarh Jindal power station,unknown,0,Unknown,Chhattisgarh,way/1093898245,83.3450304,21.9255743
Muncipality Platic Bailing and Hydrating Unit,biomass,0,Unknown,Kerala,way/1094404054,75.3882088,11.9992764
Unnamed Gas Plant,gas,0,Unknown,Uttar Pradesh,way/1095686058,81.002968,26.9563443
Unnamed Hydro Plant,hydro,0,Unknown,Himachal Pradesh,way/1095766194,76.9494798,31.8840335
Municipality Waste Management Plant,biomass,0,Unknown,Kerala,way/1095852066,76.2771314,11.6812481
Waste Treatment Centre,biomass,0,Unknown,Kerala,way/1095860673,76.3266345,10.0762176
Kanav Plastic Shredding Unit,biomass,0,Unknown,Kerala,way/1096320580,76.1336561,10.2974556
Unnamed Hydro Plant,hydro,0,Unknown,Uttaranchal,way/1096434979,78.7726922,30.5239707
Unnamed Hydro Plant,hydro,0,Unknown,Himachal Pradesh,way/1099912120,77.94336,31.569696
Unnamed Hydro Plant,hydro,0,Unknown,Himachal Pradesh,way/1099947037,77.7369492,31.5987862
Unnamed Hydro Plant,hydro,0,Unknown,Himachal Pradesh,way/1102447395,77.7687107,31.4863298
Unnamed Hydro Plant,hydro,0,Unknown,Himachal Pradesh,way/1102449049,77.7001399,31.5270347
Madurai Airport Solar Farm,solar,0,Unknown,Tamil Nadu,way/1105110242,78.0823745,9.841743
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/1105965966,80.2239608,13.0089174
Paradip Refinery Captive Power Plant,unknown,366.0,Unknown,Orissa,way/1108634540,86.5923758,20.2566195
Solar Farm 1,solar,0,Unknown,Andhra Pradesh,way/1110938614,78.1196247,17.597207
Unnamed Gas Plant,gas,0,Unknown,Karnataka,way/1116445601,77.5623359,13.01734
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/1116743330,78.4352567,17.8071585
Guru Gobind Singh Refinery (GGSR) Captive Power Plant,unknown,0,Unknown,Punjab,way/1119980917,74.9615783,29.9271165
GACL Dahej Caustic Captive Power Plant,unknown,0,Unknown,Gujarat,way/1120225231,72.6912514,21.709887
substation towers,hydro,0,mseb,Maharashtra,way/1121011018,72.8804662,19.2146046
Monnet Raigarh Power Plant,unknown,0,Unknown,Chhattisgarh,way/1128051115,83.2301848,21.9866129
Island Grounds Solar Farm,solar,0,Unknown,Tamil Nadu,way/1131700802,80.2788415,13.0701615
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/1132769710,80.2241542,13.6679239
DCM Shriram Bharuch Power Station,unknown,0,Unknown,Gujarat,way/1133329850,73.1367856,21.6567244
PATHRI,hydro,0,Unknown,Uttaranchal,way/1133508137,78.0414943,29.9274027
CPCL Manali Refinery Captive Power Station,unknown,0,Unknown,Tamil Nadu,way/1134607892,80.2824164,13.1675279
Pawana Hydroelectric Power Station,hydro,10.0,Unknown,Maharashtra,way/1138681292,73.4948405,18.6814067
Cuttack Aarti Steels Power Station,coal,110.0,Unknown,Orissa,way/1139073319,85.7234236,20.5148221
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1143180423,71.5353499,26.448364
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1143180424,71.5357308,26.4614008
Unnamed Solar Plant,solar,23.0,Unknown,Rajasthan,way/1143180425,71.5281267,26.4514857
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1143180426,71.5264926,26.4575838
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1143180427,71.5274267,26.4663607
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1143180434,71.5644171,26.5420878
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1143180435,71.5867619,26.5446768
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1143180436,71.5750694,26.531549
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1143180437,71.5760189,26.5144107
Unnamed Solar Plant,solar,23.0,Unknown,Rajasthan,way/1143180438,71.4551747,26.620301
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1143180439,71.4626862,26.6133062
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1143180440,71.4638249,26.6058049
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1143180441,71.4883925,26.6512953
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1143180442,71.4891422,26.6404594
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1143180443,71.4797719,26.639215
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1143180450,71.4785152,26.6550624
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1143180451,71.4683698,26.6542799
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1143180453,71.4701401,26.687791
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1143180454,71.4590183,26.6834601
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1143180455,71.4599839,26.6799424
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1143180458,71.4751276,26.7146133
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1143180463,71.4985848,26.8576963
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1143180464,71.5132191,26.8689247
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1143180465,71.5591076,26.9097839
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1143180467,71.5515813,26.9358488
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1143180468,71.5173201,26.8975589
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1143180469,71.536805,26.9084624
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1143180470,71.4955795,26.8789641
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1143180471,71.4712961,26.8642649
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1143180472,71.4697283,26.8799413
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1143180477,72.2374369,27.3334945
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1143180480,72.5742473,27.6528139
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1143180481,72.7020398,27.6214353
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1143180483,72.7170629,27.6666412
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1143180484,72.7124809,27.6568503
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1143180485,72.7084382,27.6459261
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1143180487,72.686544,27.6360021
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1143180488,72.6777028,27.6283996
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1143180490,72.3026628,27.5929625
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1143180498,72.4070718,27.5316447
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1143180499,72.4182017,27.5122949
Nagda Works Power Plant,coal,0,Unknown,Madhya Pradesh,way/1143189197,75.407336,23.4470892
Enel Power,solar,0,Unknown,Rajasthan,way/1143762554,73.2772877,28.2596129
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1143762557,73.2125875,28.2746293
Tata Solar Noorsar,solar,0,Unknown,Rajasthan,way/1143762558,73.2218492,28.2646852
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1143762559,73.2174839,28.2568541
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1143762560,73.2261135,28.2558624
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1143762561,73.2178595,28.2472717
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1143762562,73.2285802,28.2493071
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/1144250230,77.9222075,9.1358435
KRIBHCO Hazira Power Station,unknown,0,Unknown,Gujarat,way/1145455077,72.7050975,21.1663207
KCIL Captive Power Plant,unknown,0,Unknown,Gujarat,way/1145457441,70.1879287,23.1713156
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/1148595757,74.7803199,15.577166
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1149131315,71.2300461,20.8982289
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1151640781,71.6082296,21.426471
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1151640782,71.603362,21.4262663
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1152354465,70.303828,21.9266858
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1152354466,70.3385952,21.9650947
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1152354467,70.3224249,21.9307641
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1152354468,70.3190238,21.9281565
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1152354469,70.405977,22.0423371
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1152354470,70.3132711,21.9207056
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1152354471,70.329593,21.8464133
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1152358297,69.8614266,22.0120072
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1152381697,70.1142372,21.9169694
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1152381713,70.0369268,22.0103239
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1152381714,70.0357443,22.0078168
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1152381715,70.1055789,21.9350118
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1152381716,70.0526509,21.9450962
Unnamed Hydro Plant,hydro,0,Unknown,Sikkim,way/1153380959,88.6036412,27.6600589
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1154859946,70.2370609,22.3581888
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1154859947,70.2889656,22.3272948
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1154859951,70.2934157,22.1519539
Unnamed Hydro Plant,hydro,0,Unknown,Kerala,way/1155758677,76.7444788,9.853678
Bhander Power Plant,gas,500.0,Unknown,Gujarat,way/1157017752,72.6561244,21.1146167
Unnamed Hydro Plant,hydro,0,Unknown,Jammu and Kashmir,way/1157344580,75.3156848,34.0055539
Rengali Bhushan Power Plant,coal,390.0,Bhushan Power & Steel,Orissa,way/1158770481,84.018183,21.770512
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1159430686,71.4720679,22.9690054
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1159430704,71.3614449,22.9874017
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1159430705,71.3807192,22.9845275
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1159430706,71.3779217,22.9852887
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1159430707,71.3800842,22.9898523
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1159430708,71.3762262,22.9921262
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1159430720,71.3405686,22.7176217
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1159430736,71.3595875,22.9242909
